"Category","Sector code","Product code","Product desc","Product Brief Description","Unit","Country","Period","MP Market Price"
"Fruit products","FRL","KIWHAY","Kiwis","Kiwis - Kiwis, Hayward - Cat. I - Cal. 105-125","€/100 kg net weight","PT","201011","100,00"
"Fruit products","FRL","MANCL1","Mandarins","Mandarins - Mandarines, Cat. I - Cal. 1x-2","€/100 kg net weight","EU","201011","68,39"
"Fruit products","FRL","MANCL1","Mandarins","Mandarins - Mandarines, Cat. I - Cal. 1x-2","€/100 kg net weight","ES","201011","69,88"
"Fruit products","FRL","MANCL1","Mandarins","Mandarins - Mandarines, Cat. I - Cal. 1x-2","€/100 kg net weight","PT","201011","65,00"
"Fruit products","FRL","ORANAI","Oranges","Oranges, Oranges, Navelinas - Cat. I - Cal. 2-4","€/100 kg net weight","EU","201011","56,86"
"Fruit products","FRL","ORANAI","Oranges","Oranges, Oranges, Navelinas - Cat. I - Cal. 2-4","€/100 kg net weight","ES","201011","49,59"
"Fruit products","FRL","ORANAI","Oranges","Oranges, Oranges, Navelinas - Cat. I - Cal. 2-4","€/100 kg net weight","IT","201011","68,08"
"Fruit products","FRL","ORANAI","Oranges","Oranges, Oranges, Navelinas - Cat. I - Cal. 2-4","€/100 kg net weight","PT","201011","60,00"
"Fruit products","FRL","PECPJA","Peaches","Peaches - Pêches, Jaune, Cat. I, Size A/B","€/100 kg net weight","EU","201011","50,32"
"Fruit products","FRL","PECPJA","Peaches","Peaches - Pêches, Jaune, Cat. I, Size A/B","€/100 kg net weight","ES","201011","50,32"
"Fruit products","FRL","POICON","Pears","Pears - Poires, Conference, Cat. I, Size 60/65+","€/100 kg net weight","EU","201011","86,05"
"Fruit products","FRL","POICON","Pears","Pears - Poires, Conference, Cat. I, Size 60/65+","€/100 kg net weight","BE","201011","66,92"
"Fruit products","FRL","POICON","Pears","Pears - Poires, Conference, Cat. I, Size 60/65+","€/100 kg net weight","ES","201011","63,89"
"Fruit products","FRL","POICON","Pears","Pears - Poires, Conference, Cat. I, Size 60/65+","€/100 kg net weight","IT","201011","110,00"
"Fruit products","FRL","POICON","Pears","Pears - Poires, Conference, Cat. I, Size 60/65+","€/100 kg net weight","NL","201011","67,93"
"Fruit products","FRL","POICON","Pears","Pears - Poires, Conference, Cat. I, Size 60/65+","€/100 kg net weight","PL","201011","69,48"
"Fruit products","FRL","POMBRA","Apples Braeburn","Apples - Pommes, Braeburn, Cat. I - Cal. 70-80","€/100 kg net weight","EU","201011","62,48"
"Fruit products","FRL","POMBRA","Apples Braeburn","Apples - Pommes, Braeburn, Cat. I - Cal. 70-80","€/100 kg net weight","BE","201011","42,79"
"Fruit products","FRL","POMBRA","Apples Braeburn","Apples - Pommes, Braeburn, Cat. I - Cal. 70-80","€/100 kg net weight","DE","201011","57,78"
"Fruit products","FRL","POMBRA","Apples Braeburn","Apples - Pommes, Braeburn, Cat. I - Cal. 70-80","€/100 kg net weight","IT","201011","71,50"
"Fruit products","FRL","POMBRA","Apples Braeburn","Apples - Pommes, Braeburn, Cat. I - Cal. 70-80","€/100 kg net weight","NL","201011","37,44"
"Fruit products","FRL","POMBRA","Apples Braeburn","Apples - Pommes, Braeburn, Cat. I - Cal. 70-80","€/100 kg net weight","AT","201011","70,40"
"Fruit products","FRL","POMBSK","Apples Boskoop","Apples - Pommes, Boskoop, Cat. I - Cal. 70-80","€/100 kg net weight","EU","201011","47,06"
"Fruit products","FRL","POMBSK","Apples Boskoop","Apples - Pommes, Boskoop, Cat. I - Cal. 70-80","€/100 kg net weight","BE","201011","46,76"
"Fruit products","FRL","POMBSK","Apples Boskoop","Apples - Pommes, Boskoop, Cat. I - Cal. 70-80","€/100 kg net weight","DE","201011","53,53"
"Fruit products","FRL","POMBSK","Apples Boskoop","Apples - Pommes, Boskoop, Cat. I - Cal. 70-80","€/100 kg net weight","NL","201011","56,98"
"Fruit products","FRL","POMBSK","Apples Boskoop","Apples - Pommes, Boskoop, Cat. I - Cal. 70-80","€/100 kg net weight","AT","201011","69,50"
"Fruit products","FRL","POMBSK","Apples Boskoop","Apples - Pommes, Boskoop, Cat. I - Cal. 70-80","€/100 kg net weight","PL","201011","37,24"
"Fruit products","FRL","POMCOX","Apples Cox","Apples - Pommes, Cox orange, Cat. I - Cal. 70-80","€/100 kg net weight","EU","201011","52,62"
"Fruit products","FRL","POMCOX","Apples Cox","Apples - Pommes, Cox orange, Cat. I - Cal. 70-80","€/100 kg net weight","BE","201011","62,91"
"Fruit products","FRL","POMCOX","Apples Cox","Apples - Pommes, Cox orange, Cat. I - Cal. 70-80","€/100 kg net weight","DE","201011","37,30"
"Fruit products","FRL","POMCOX","Apples Cox","Apples - Pommes, Cox orange, Cat. I - Cal. 70-80","€/100 kg net weight","NL","201011","52,41"
"Fruit products","FRL","POMCOX","Apples Cox","Apples - Pommes, Cox orange, Cat. I - Cal. 70-80","€/100 kg net weight","AT","201011","77,00"
"Fruit products","FRL","POMELS","Apples Elstar","Apples - Pommes, Elstar, Cat. I - Cal. 70-80","€/100 kg net weight","EU","201011","56,93"
"Fruit products","FRL","POMELS","Apples Elstar","Apples - Pommes, Elstar, Cat. I - Cal. 70-80","€/100 kg net weight","BE","201011","39,76"
"Fruit products","FRL","POMELS","Apples Elstar","Apples - Pommes, Elstar, Cat. I - Cal. 70-80","€/100 kg net weight","DE","201011","42,58"
"Fruit products","FRL","POMELS","Apples Elstar","Apples - Pommes, Elstar, Cat. I - Cal. 70-80","€/100 kg net weight","IT","201011","83,00"
"Fruit products","FRL","POMELS","Apples Elstar","Apples - Pommes, Elstar, Cat. I - Cal. 70-80","€/100 kg net weight","NL","201011","51,00"
"Fruit products","FRL","POMELS","Apples Elstar","Apples - Pommes, Elstar, Cat. I - Cal. 70-80","€/100 kg net weight","AT","201011","64,40"
"Fruit products","FRL","POMELS","Apples Elstar","Apples - Pommes, Elstar, Cat. I - Cal. 70-80","€/100 kg net weight","PL","201011","38,20"
"Fruit products","FRL","POMFUJ","Apples Fuji","Apples - Pommes, Fuji, Cat. I - Cal. 70-80","€/100 kg net weight","EU","201011","79,38"
"Fruit products","FRL","POMFUJ","Apples Fuji","Apples - Pommes, Fuji, Cat. I - Cal. 70-80","€/100 kg net weight","ES","201011","72,00"
"Fruit products","FRL","POMFUJ","Apples Fuji","Apples - Pommes, Fuji, Cat. I - Cal. 70-80","€/100 kg net weight","IT","201011","84,00"
"Fruit products","FRL","POMFUJ","Apples Fuji","Apples - Pommes, Fuji, Cat. I - Cal. 70-80","€/100 kg net weight","NL","201011","65,45"
"Fruit products","FRL","POMFUJ","Apples Fuji","Apples - Pommes, Fuji, Cat. I - Cal. 70-80","€/100 kg net weight","AT","201011","82,00"
"Fruit products","FRL","POMGAL","Apples Gala","Apples - Pommes, Gala, Cat. I - Cal. 70-80","€/100 kg net weight","EU","201011","58,90"
"Fruit products","FRL","POMGAL","Apples Gala","Apples - Pommes, Gala, Cat. I - Cal. 70-80","€/100 kg net weight","BE","201011","65,00"
"Fruit products","FRL","POMGAL","Apples Gala","Apples - Pommes, Gala, Cat. I - Cal. 70-80","€/100 kg net weight","CZ","201011","48,13"
"Fruit products","FRL","POMGAL","Apples Gala","Apples - Pommes, Gala, Cat. I - Cal. 70-80","€/100 kg net weight","DE","201011","41,95"
"Fruit products","FRL","POMGAL","Apples Gala","Apples - Pommes, Gala, Cat. I - Cal. 70-80","€/100 kg net weight","ES","201011","56,24"
"Fruit products","FRL","POMGAL","Apples Gala","Apples - Pommes, Gala, Cat. I - Cal. 70-80","€/100 kg net weight","FR","201011","71,45"
"Fruit products","FRL","POMGAL","Apples Gala","Apples - Pommes, Gala, Cat. I - Cal. 70-80","€/100 kg net weight","IT","201011","69,00"
"Fruit products","FRL","POMGAL","Apples Gala","Apples - Pommes, Gala, Cat. I - Cal. 70-80","€/100 kg net weight","HU","201011","47,28"
"Fruit products","FRL","POMGAL","Apples Gala","Apples - Pommes, Gala, Cat. I - Cal. 70-80","€/100 kg net weight","NL","201011","74,84"
"Fruit products","FRL","POMGAL","Apples Gala","Apples - Pommes, Gala, Cat. I - Cal. 70-80","€/100 kg net weight","AT","201011","62,20"
"Fruit products","FRL","POMGAL","Apples Gala","Apples - Pommes, Gala, Cat. I - Cal. 70-80","€/100 kg net weight","PL","201011","43,07"
"Fruit products","FRL","POMGAL","Apples Gala","Apples - Pommes, Gala, Cat. I - Cal. 70-80","€/100 kg net weight","PT","201011","70,00"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","EU","201011","55,84"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","BE","201011","49,45"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","CZ","201011","55,35"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","DE","201011","41,84"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","ES","201011","51,09"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","FR","201011","67,33"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","IT","201011","70,00"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","HU","201011","51,43"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","NL","201011","33,26"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","AT","201011","61,60"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","PL","201011","42,57"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","PT","201011","65,00"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","RO","201011","36,43"
"Fruit products","FRL","POMGRS","Apples Granny","Apples - Pommes, Granny smith, Cat. I - Cal. 70-80","€/100 kg net weight","EU","201011","68,07"
"Fruit products","FRL","POMGRS","Apples Granny","Apples - Pommes, Granny smith, Cat. I - Cal. 70-80","€/100 kg net weight","BE","201011","42,91"
"Fruit products","FRL","POMGRS","Apples Granny","Apples - Pommes, Granny smith, Cat. I - Cal. 70-80","€/100 kg net weight","ES","201011","56,45"
"Fruit products","FRL","POMGRS","Apples Granny","Apples - Pommes, Granny smith, Cat. I - Cal. 70-80","€/100 kg net weight","FR","201011","73,42"
"Fruit products","FRL","POMGRS","Apples Granny","Apples - Pommes, Granny smith, Cat. I - Cal. 70-80","€/100 kg net weight","IT","201011","70,50"
"Fruit products","FRL","POMGRS","Apples Granny","Apples - Pommes, Granny smith, Cat. I - Cal. 70-80","€/100 kg net weight","NL","201011","69,75"
"Fruit products","FRL","POMGRS","Apples Granny","Apples - Pommes, Granny smith, Cat. I - Cal. 70-80","€/100 kg net weight","AT","201011","73,80"
"Fruit products","FRL","POMIDA","Apples Idared","Apples - Pommes, Idared, Cat. I - Cal. 70-80","€/100 kg net weight","EU","201011","37,73"
"Fruit products","FRL","POMIDA","Apples Idared","Apples - Pommes, Idared, Cat. I - Cal. 70-80","€/100 kg net weight","BE","201011","22,00"
"Fruit products","FRL","POMIDA","Apples Idared","Apples - Pommes, Idared, Cat. I - Cal. 70-80","€/100 kg net weight","CZ","201011","53,08"
"Fruit products","FRL","POMIDA","Apples Idared","Apples - Pommes, Idared, Cat. I - Cal. 70-80","€/100 kg net weight","HU","201011","41,40"
"Fruit products","FRL","POMIDA","Apples Idared","Apples - Pommes, Idared, Cat. I - Cal. 70-80","€/100 kg net weight","AT","201011","62,33"
"Fruit products","FRL","POMIDA","Apples Idared","Apples - Pommes, Idared, Cat. I - Cal. 70-80","€/100 kg net weight","PL","201011","32,28"
"Fruit products","FRL","POMJON","Apples Jonagold","Apples - Pommes, Jonagold (or Jonagored), Cat. I - Cal. 70-80","€/100 kg net weight","EU","201011","54,28"
"Fruit products","FRL","POMJON","Apples Jonagold","Apples - Pommes, Jonagold (or Jonagored), Cat. I - Cal. 70-80","€/100 kg net weight","BE","201011","48,79"
"Fruit products","FRL","POMJON","Apples Jonagold","Apples - Pommes, Jonagold (or Jonagored), Cat. I - Cal. 70-80","€/100 kg net weight","CZ","201011","57,70"
"Fruit products","FRL","POMJON","Apples Jonagold","Apples - Pommes, Jonagold (or Jonagored), Cat. I - Cal. 70-80","€/100 kg net weight","DE","201011","43,46"
"Fruit products","FRL","POMJON","Apples Jonagold","Apples - Pommes, Jonagold (or Jonagored), Cat. I - Cal. 70-80","€/100 kg net weight","IT","201011","73,00"
"Fruit products","FRL","POMJON","Apples Jonagold","Apples - Pommes, Jonagold (or Jonagored), Cat. I - Cal. 70-80","€/100 kg net weight","AT","201011","64,60"
"Fruit products","FRL","POMJON","Apples Jonagold","Apples - Pommes, Jonagold (or Jonagored), Cat. I - Cal. 70-80","€/100 kg net weight","PL","201011","37,16"
"Fruit products","FRL","POMRED","Apples Red","Apples - Pommes, Red delicious and other red varieties, Cat. I - Cal. 70-80","€/100 kg net weight","EU","201011","69,75"
"Fruit products","FRL","POMRED","Apples Red","Apples - Pommes, Red delicious and other red varieties, Cat. I - Cal. 70-80","€/100 kg net weight","ES","201011","60,11"
"Fruit products","FRL","POMRED","Apples Red","Apples - Pommes, Red delicious and other red varieties, Cat. I - Cal. 70-80","€/100 kg net weight","IT","201011","76,38"
"Fruit products","FRL","POMRED","Apples Red","Apples - Pommes, Red delicious and other red varieties, Cat. I - Cal. 70-80","€/100 kg net weight","HU","201011","53,53"
"Fruit products","FRL","POMRED","Apples Red","Apples - Pommes, Red delicious and other red varieties, Cat. I - Cal. 70-80","€/100 kg net weight","AT","201011","86,00"
"Fruit products","FRL","POMRED","Apples Red","Apples - Pommes, Red delicious and other red varieties, Cat. I - Cal. 70-80","€/100 kg net weight","PT","201011","50,00"
"Fruit products","FRL","POMSHA","Apples Shampion","Apples - Pommes, Shampion, Cat. I - Cal. 70-80","€/100 kg net weight","EU","201011","39,48"
"Fruit products","FRL","POMSHA","Apples Shampion","Apples - Pommes, Shampion, Cat. I - Cal. 70-80","€/100 kg net weight","CZ","201011","52,11"
"Fruit products","FRL","POMSHA","Apples Shampion","Apples - Pommes, Shampion, Cat. I - Cal. 70-80","€/100 kg net weight","PL","201011","37,48"
"Fruit products","FRL","RAIITA","Grapes","Grapes - Raisins, Table, Italia - Cat. I","€/100 kg net weight","EU","201011","118,90"
"Fruit products","FRL","RAIITA","Grapes","Grapes - Raisins, Table, Italia - Cat. I","€/100 kg net weight","ES","201011","114,22"
"Fruit products","FRL","RAIITA","Grapes","Grapes - Raisins, Table, Italia - Cat. I","€/100 kg net weight","IT","201011","120,00"
"Fruit products","FRL","SATCL1","Satsumas","Satsumas - Satsumas, Cat. I - Cal. 1x-2","€/100 kg net weight","EU","201011","56,17"
"Fruit products","FRL","SATCL1","Satsumas","Satsumas - Satsumas, Cat. I - Cal. 1x-2","€/100 kg net weight","ES","201011","56,17"
"Fruit products","FRL","CITCL1","Lemons","Lemons - Citrons,  Cat. I - Cal. 1-3","€/100 kg net weight","EU","201010","88,86"
"Fruit products","FRL","CITCL1","Lemons","Lemons - Citrons,  Cat. I - Cal. 1-3","€/100 kg net weight","ES","201010","90,68"
"Fruit products","FRL","CITCL1","Lemons","Lemons - Citrons,  Cat. I - Cal. 1-3","€/100 kg net weight","IT","201010","85,77"
"Fruit products","FRL","CLECL1","Clementines","Clementines - Clementines,  Cat. I - Cal. 1x-2","€/100 kg net weight","EU","201010","73,12"
"Fruit products","FRL","CLECL1","Clementines","Clementines - Clementines,  Cat. I - Cal. 1x-2","€/100 kg net weight","ES","201010","73,12"
"Fruit products","FRL","FRACL1","Strawberries","Strawberries - Fraises - Cat. I","€/100 kg net weight","EU","201010","288,79"
"Fruit products","FRL","FRACL1","Strawberries","Strawberries - Fraises - Cat. I","€/100 kg net weight","BE","201010","225,62"
"Fruit products","FRL","FRACL1","Strawberries","Strawberries - Fraises - Cat. I","€/100 kg net weight","DE","201010","344,42"
"Fruit products","FRL","FRACL1","Strawberries","Strawberries - Fraises - Cat. I","€/100 kg net weight","NL","201010","327,07"
"Fruit products","FRL","FRACL1","Strawberries","Strawberries - Fraises - Cat. I","€/100 kg net weight","UK","201010","170,25"
"Fruit products","FRL","MANCL1","Mandarins","Mandarins - Mandarines, Cat. I - Cal. 1x-2","€/100 kg net weight","EU","201010","50,00"
"Fruit products","FRL","MANCL1","Mandarins","Mandarins - Mandarines, Cat. I - Cal. 1x-2","€/100 kg net weight","PT","201010","50,00"
"Fruit products","FRL","MELCHC","Melons","Melons - Melons - Charentais-Cantaloups - Cat. I - Cal. 800-1250","€/100 kg net weight","EU","201010","83,91"
"Fruit products","FRL","MELCHC","Melons","Melons - Melons - Charentais-Cantaloups - Cat. I - Cal. 800-1250","€/100 kg net weight","BG","201010","61,36"
"Fruit products","FRL","MELCHC","Melons","Melons - Melons - Charentais-Cantaloups - Cat. I - Cal. 800-1250","€/100 kg net weight","IT","201010","84,00"
"Fruit products","FRL","NECNJA","Nectarines","Nectarines - Nectarines, Jaune, Cat. I, Size A/B","€/100 kg net weight","EU","201010","54,24"
"Fruit products","FRL","NECNJA","Nectarines","Nectarines - Nectarines, Jaune, Cat. I, Size A/B","€/100 kg net weight","ES","201010","54,24"
"Fruit products","FRL","ORANAI","Oranges","Oranges, Oranges, Navelinas - Cat. I - Cal. 2-4","€/100 kg net weight","EU","201010","65,11"
"Fruit products","FRL","ORANAI","Oranges","Oranges, Oranges, Navelinas - Cat. I - Cal. 2-4","€/100 kg net weight","ES","201010","64,50"
"Fruit products","FRL","ORANAI","Oranges","Oranges, Oranges, Navelinas - Cat. I - Cal. 2-4","€/100 kg net weight","PT","201010","72,50"
"Fruit products","FRL","PASPEP","Watermelons","Watermelons - Pasteques, with pip","€/100 kg net weight","EU","201010","24,00"
"Fruit products","FRL","PASPEP","Watermelons","Watermelons - Pasteques, with pip","€/100 kg net weight","IT","201010","27,00"
"Fruit products","FRL","PASPEP","Watermelons","Watermelons - Pasteques, with pip","€/100 kg net weight","HU","201010","12,69"
"Fruit products","FRL","PASPEP","Watermelons","Watermelons - Pasteques, with pip","€/100 kg net weight","RO","201010","4,60"
"Fruit products","FRL","PECPJA","Peaches","Peaches - Pêches, Jaune, Cat. I, Size A/B","€/100 kg net weight","EU","201010","46,00"
"Fruit products","FRL","PECPJA","Peaches","Peaches - Pêches, Jaune, Cat. I, Size A/B","€/100 kg net weight","ES","201010","42,87"
"Fruit products","FRL","PECPJA","Peaches","Peaches - Pêches, Jaune, Cat. I, Size A/B","€/100 kg net weight","HU","201010","66,15"
"Fruit products","FRL","PECPJA","Peaches","Peaches - Pêches, Jaune, Cat. I, Size A/B","€/100 kg net weight","PT","201010","68,00"
"Fruit products","FRL","POICON","Pears","Pears - Poires, Conference, Cat. I, Size 60/65+","€/100 kg net weight","EU","201010","84,30"
"Fruit products","FRL","POICON","Pears","Pears - Poires, Conference, Cat. I, Size 60/65+","€/100 kg net weight","BE","201010","50,16"
"Fruit products","FRL","POICON","Pears","Pears - Poires, Conference, Cat. I, Size 60/65+","€/100 kg net weight","ES","201010","63,46"
"Fruit products","FRL","POICON","Pears","Pears - Poires, Conference, Cat. I, Size 60/65+","€/100 kg net weight","IT","201010","110,00"
"Fruit products","FRL","POICON","Pears","Pears - Poires, Conference, Cat. I, Size 60/65+","€/100 kg net weight","NL","201010","65,31"
"Fruit products","FRL","POICON","Pears","Pears - Poires, Conference, Cat. I, Size 60/65+","€/100 kg net weight","PL","201010","65,81"
"Fruit products","FRL","POMBRA","Apples Braeburn","Apples - Pommes, Braeburn, Cat. I - Cal. 70-80","€/100 kg net weight","EU","201010","66,19"
"Fruit products","FRL","POMBRA","Apples Braeburn","Apples - Pommes, Braeburn, Cat. I - Cal. 70-80","€/100 kg net weight","BE","201010","55,50"
"Fruit products","FRL","POMBRA","Apples Braeburn","Apples - Pommes, Braeburn, Cat. I - Cal. 70-80","€/100 kg net weight","DE","201010","58,75"
"Fruit products","FRL","POMBRA","Apples Braeburn","Apples - Pommes, Braeburn, Cat. I - Cal. 70-80","€/100 kg net weight","IT","201010","72,85"
"Fruit products","FRL","POMBRA","Apples Braeburn","Apples - Pommes, Braeburn, Cat. I - Cal. 70-80","€/100 kg net weight","NL","201010","45,83"
"Fruit products","FRL","POMBRA","Apples Braeburn","Apples - Pommes, Braeburn, Cat. I - Cal. 70-80","€/100 kg net weight","AT","201010","79,00"
"Fruit products","FRL","POMBSK","Apples Boskoop","Apples - Pommes, Boskoop, Cat. I - Cal. 70-80","€/100 kg net weight","EU","201010","44,99"
"Fruit products","FRL","POMBSK","Apples Boskoop","Apples - Pommes, Boskoop, Cat. I - Cal. 70-80","€/100 kg net weight","BE","201010","39,94"
"Fruit products","FRL","POMBSK","Apples Boskoop","Apples - Pommes, Boskoop, Cat. I - Cal. 70-80","€/100 kg net weight","DE","201010","55,05"
"Fruit products","FRL","POMBSK","Apples Boskoop","Apples - Pommes, Boskoop, Cat. I - Cal. 70-80","€/100 kg net weight","NL","201010","56,15"
"Fruit products","FRL","POMBSK","Apples Boskoop","Apples - Pommes, Boskoop, Cat. I - Cal. 70-80","€/100 kg net weight","AT","201010","66,00"
"Fruit products","FRL","POMBSK","Apples Boskoop","Apples - Pommes, Boskoop, Cat. I - Cal. 70-80","€/100 kg net weight","PL","201010","34,52"
"Fruit products","FRL","POMCOX","Apples Cox","Apples - Pommes, Cox orange, Cat. I - Cal. 70-80","€/100 kg net weight","EU","201010","43,44"
"Fruit products","FRL","POMCOX","Apples Cox","Apples - Pommes, Cox orange, Cat. I - Cal. 70-80","€/100 kg net weight","BE","201010","53,10"
"Fruit products","FRL","POMCOX","Apples Cox","Apples - Pommes, Cox orange, Cat. I - Cal. 70-80","€/100 kg net weight","DE","201010","34,45"
"Fruit products","FRL","POMCOX","Apples Cox","Apples - Pommes, Cox orange, Cat. I - Cal. 70-80","€/100 kg net weight","NL","201010","53,99"
"Fruit products","FRL","POMELS","Apples Elstar","Apples - Pommes, Elstar, Cat. I - Cal. 70-80","€/100 kg net weight","EU","201010","56,04"
"Fruit products","FRL","POMELS","Apples Elstar","Apples - Pommes, Elstar, Cat. I - Cal. 70-80","€/100 kg net weight","BE","201010","35,63"
"Fruit products","FRL","POMELS","Apples Elstar","Apples - Pommes, Elstar, Cat. I - Cal. 70-80","€/100 kg net weight","DE","201010","41,83"
"Fruit products","FRL","POMELS","Apples Elstar","Apples - Pommes, Elstar, Cat. I - Cal. 70-80","€/100 kg net weight","IT","201010","83,00"
"Fruit products","FRL","POMELS","Apples Elstar","Apples - Pommes, Elstar, Cat. I - Cal. 70-80","€/100 kg net weight","NL","201010","41,37"
"Fruit products","FRL","POMELS","Apples Elstar","Apples - Pommes, Elstar, Cat. I - Cal. 70-80","€/100 kg net weight","AT","201010","67,33"
"Fruit products","FRL","POMELS","Apples Elstar","Apples - Pommes, Elstar, Cat. I - Cal. 70-80","€/100 kg net weight","PL","201010","37,97"
"Fruit products","FRL","POMFUJ","Apples Fuji","Apples - Pommes, Fuji, Cat. I - Cal. 70-80","€/100 kg net weight","EU","201010","83,34"
"Fruit products","FRL","POMFUJ","Apples Fuji","Apples - Pommes, Fuji, Cat. I - Cal. 70-80","€/100 kg net weight","ES","201010","75,10"
"Fruit products","FRL","POMFUJ","Apples Fuji","Apples - Pommes, Fuji, Cat. I - Cal. 70-80","€/100 kg net weight","IT","201010","88,00"
"Fruit products","FRL","POMFUJ","Apples Fuji","Apples - Pommes, Fuji, Cat. I - Cal. 70-80","€/100 kg net weight","NL","201010","73,30"
"Fruit products","FRL","POMGAL","Apples Gala","Apples - Pommes, Gala, Cat. I - Cal. 70-80","€/100 kg net weight","EU","201010","53,89"
"Fruit products","FRL","POMGAL","Apples Gala","Apples - Pommes, Gala, Cat. I - Cal. 70-80","€/100 kg net weight","BE","201010","34,24"
"Fruit products","FRL","POMGAL","Apples Gala","Apples - Pommes, Gala, Cat. I - Cal. 70-80","€/100 kg net weight","CZ","201010","47,36"
"Fruit products","FRL","POMGAL","Apples Gala","Apples - Pommes, Gala, Cat. I - Cal. 70-80","€/100 kg net weight","DE","201010","41,86"
"Fruit products","FRL","POMGAL","Apples Gala","Apples - Pommes, Gala, Cat. I - Cal. 70-80","€/100 kg net weight","ES","201010","56,12"
"Fruit products","FRL","POMGAL","Apples Gala","Apples - Pommes, Gala, Cat. I - Cal. 70-80","€/100 kg net weight","FR","201010","68,79"
"Fruit products","FRL","POMGAL","Apples Gala","Apples - Pommes, Gala, Cat. I - Cal. 70-80","€/100 kg net weight","IT","201010","60,00"
"Fruit products","FRL","POMGAL","Apples Gala","Apples - Pommes, Gala, Cat. I - Cal. 70-80","€/100 kg net weight","HU","201010","46,81"
"Fruit products","FRL","POMGAL","Apples Gala","Apples - Pommes, Gala, Cat. I - Cal. 70-80","€/100 kg net weight","NL","201010","63,07"
"Fruit products","FRL","POMGAL","Apples Gala","Apples - Pommes, Gala, Cat. I - Cal. 70-80","€/100 kg net weight","AT","201010","63,40"
"Fruit products","FRL","POMGAL","Apples Gala","Apples - Pommes, Gala, Cat. I - Cal. 70-80","€/100 kg net weight","PL","201010","38,89"
"Fruit products","FRL","POMGAL","Apples Gala","Apples - Pommes, Gala, Cat. I - Cal. 70-80","€/100 kg net weight","PT","201010","70,00"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","EU","201010","55,78"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","BE","201010","42,40"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","CZ","201010","52,65"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","ES","201010","51,68"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","FR","201010","68,71"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","IT","201010","68,08"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","HU","201010","50,94"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","NL","201010","35,38"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","AT","201010","61,40"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","PL","201010","37,86"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","PT","201010","65,00"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","RO","201010","31,72"
