"Category","Sector code","Product code","Product desc","Product Brief Description","Unit","Country","Period","MP Market Price"
"Fruit products","FRL","ABRCL1","Apricots","Apricots - Abricots, Cat. I - cal. 45-50","€/100 kg net weight","EU","201306","194,65"
"Fruit products","FRL","ABRCL1","Apricots","Apricots - Abricots, Cat. I - cal. 45-50","€/100 kg net weight","BG","201306","76,69"
"Fruit products","FRL","ABRCL1","Apricots","Apricots - Abricots, Cat. I - cal. 45-50","€/100 kg net weight","GR","201306","104,10"
"Fruit products","FRL","ABRCL1","Apricots","Apricots - Abricots, Cat. I - cal. 45-50","€/100 kg net weight","ES","201306","161,88"
"Fruit products","FRL","ABRCL1","Apricots","Apricots - Abricots, Cat. I - cal. 45-50","€/100 kg net weight","FR","201306","308,00"
"Fruit products","FRL","ABRCL1","Apricots","Apricots - Abricots, Cat. I - cal. 45-50","€/100 kg net weight","IT","201306","172,40"
"Fruit products","FRL","ABRCL1","Apricots","Apricots - Abricots, Cat. I - cal. 45-50","€/100 kg net weight","HU","201306","156,49"
"Fruit products","FRL","CERDOU","Cherries","Cherries -  Cerises, Douces - Cat. I - Cal. 22+","€/100 kg net weight","EU","201306","279,64"
"Fruit products","FRL","CERDOU","Cherries","Cherries -  Cerises, Douces - Cat. I - Cal. 22+","€/100 kg net weight","BG","201306","143,04"
"Fruit products","FRL","CERDOU","Cherries","Cherries -  Cerises, Douces - Cat. I - Cal. 22+","€/100 kg net weight","CZ","201306","197,96"
"Fruit products","FRL","CERDOU","Cherries","Cherries -  Cerises, Douces - Cat. I - Cal. 22+","€/100 kg net weight","DE","201306","345,48"
"Fruit products","FRL","CERDOU","Cherries","Cherries -  Cerises, Douces - Cat. I - Cal. 22+","€/100 kg net weight","GR","201306","203,70"
"Fruit products","FRL","CERDOU","Cherries","Cherries -  Cerises, Douces - Cat. I - Cal. 22+","€/100 kg net weight","ES","201306","283,92"
"Fruit products","FRL","CERDOU","Cherries","Cherries -  Cerises, Douces - Cat. I - Cal. 22+","€/100 kg net weight","FR","201306","308,00"
"Fruit products","FRL","CERDOU","Cherries","Cherries -  Cerises, Douces - Cat. I - Cal. 22+","€/100 kg net weight","IT","201306","329,58"
"Fruit products","FRL","CERDOU","Cherries","Cherries -  Cerises, Douces - Cat. I - Cal. 22+","€/100 kg net weight","HU","201306","161,78"
"Fruit products","FRL","CERDOU","Cherries","Cherries -  Cerises, Douces - Cat. I - Cal. 22+","€/100 kg net weight","PT","201306","245,40"
"Fruit products","FRL","CERDOU","Cherries","Cherries -  Cerises, Douces - Cat. I - Cal. 22+","€/100 kg net weight","RO","201306","108,17"
"Fruit products","FRL","CITCL1","Lemons","Lemons - Citrons,  Cat. I - Cal. 1-3","€/100 kg net weight","EU","201306","91,18"
"Fruit products","FRL","CITCL1","Lemons","Lemons - Citrons,  Cat. I - Cal. 1-3","€/100 kg net weight","GR","201306","78,20"
"Fruit products","FRL","CITCL1","Lemons","Lemons - Citrons,  Cat. I - Cal. 1-3","€/100 kg net weight","ES","201306","102,99"
"Fruit products","FRL","CITCL1","Lemons","Lemons - Citrons,  Cat. I - Cal. 1-3","€/100 kg net weight","IT","201306","73,70"
"Fruit products","FRL","FRACL1","Strawberries","Strawberries - Fraises - Cat. I","€/100 kg net weight","EU","201306","251,48"
"Fruit products","FRL","FRACL1","Strawberries","Strawberries - Fraises - Cat. I","€/100 kg net weight","BE","201306","243,75"
"Fruit products","FRL","FRACL1","Strawberries","Strawberries - Fraises - Cat. I","€/100 kg net weight","DE","201306","347,84"
"Fruit products","FRL","FRACL1","Strawberries","Strawberries - Fraises - Cat. I","€/100 kg net weight","FR","201306","316,75"
"Fruit products","FRL","FRACL1","Strawberries","Strawberries - Fraises - Cat. I","€/100 kg net weight","IT","201306","180,00"
"Fruit products","FRL","FRACL1","Strawberries","Strawberries - Fraises - Cat. I","€/100 kg net weight","PT","201306","265,00"
"Fruit products","FRL","FRACL1","Strawberries","Strawberries - Fraises - Cat. I","€/100 kg net weight","UK","201306","214,57"
"Fruit products","FRL","KIWHAY","Kiwis","Kiwis - Kiwis, Hayward - Cat. I - Cal. 105-125","€/100 kg net weight","EU","201306","120,52"
"Fruit products","FRL","KIWHAY","Kiwis","Kiwis - Kiwis, Hayward - Cat. I - Cal. 105-125","€/100 kg net weight","GR","201306","122,60"
"Fruit products","FRL","KIWHAY","Kiwis","Kiwis - Kiwis, Hayward - Cat. I - Cal. 105-125","€/100 kg net weight","IT","201306","120,00"
"Fruit products","FRL","KIWHAY","Kiwis","Kiwis - Kiwis, Hayward - Cat. I - Cal. 105-125","€/100 kg net weight","PT","201306","125,00"
"Fruit products","FRL","MANCL1","Mandarins","Mandarins - Mandarines, Cat. I - Cal. 1x-2","€/100 kg net weight","EU","201306","70,00"
"Fruit products","FRL","MANCL1","Mandarins","Mandarins - Mandarines, Cat. I - Cal. 1x-2","€/100 kg net weight","PT","201306","70,00"
"Fruit products","FRL","MELCHC","Melons","Melons - Melons - Charentais-Cantaloups - Cat. I - Cal. 800-1250","€/100 kg net weight","EU","201306","129,24"
"Fruit products","FRL","MELCHC","Melons","Melons - Melons - Charentais-Cantaloups - Cat. I - Cal. 800-1250","€/100 kg net weight","FR","201306","168,61"
"Fruit products","FRL","MELCHC","Melons","Melons - Melons - Charentais-Cantaloups - Cat. I - Cal. 800-1250","€/100 kg net weight","IT","201306","108,04"
"Fruit products","FRL","NECNJA","Nectarines","Nectarines - Nectarines, Jaune, Cat. I, Size A/B","€/100 kg net weight","EU","201306","129,66"
"Fruit products","FRL","NECNJA","Nectarines","Nectarines - Nectarines, Jaune, Cat. I, Size A/B","€/100 kg net weight","GR","201306","126,50"
"Fruit products","FRL","NECNJA","Nectarines","Nectarines - Nectarines, Jaune, Cat. I, Size A/B","€/100 kg net weight","ES","201306","142,67"
"Fruit products","FRL","NECNJA","Nectarines","Nectarines - Nectarines, Jaune, Cat. I, Size A/B","€/100 kg net weight","FR","201306","177,50"
"Fruit products","FRL","NECNJA","Nectarines","Nectarines - Nectarines, Jaune, Cat. I, Size A/B","€/100 kg net weight","IT","201306","107,31"
"Fruit products","FRL","PASPEP","Watermelons","Watermelons - Pasteques, with pip","€/100 kg net weight","EU","201306","29,94"
"Fruit products","FRL","PASPEP","Watermelons","Watermelons - Pasteques, with pip","€/100 kg net weight","ES","201306","21,38"
"Fruit products","FRL","PASPEP","Watermelons","Watermelons - Pasteques, with pip","€/100 kg net weight","IT","201306","40,13"
"Fruit products","FRL","PASPEP","Watermelons","Watermelons - Pasteques, with pip","€/100 kg net weight","RO","201306","17,78"
"Fruit products","FRL","PECPJA","Peaches","Peaches - Pêches, Jaune, Cat. I, Size A/B","€/100 kg net weight","EU","201306","127,58"
"Fruit products","FRL","PECPJA","Peaches","Peaches - Pêches, Jaune, Cat. I, Size A/B","€/100 kg net weight","GR","201306","117,70"
"Fruit products","FRL","PECPJA","Peaches","Peaches - Pêches, Jaune, Cat. I, Size A/B","€/100 kg net weight","ES","201306","129,29"
"Fruit products","FRL","PECPJA","Peaches","Peaches - Pêches, Jaune, Cat. I, Size A/B","€/100 kg net weight","FR","201306","160,00"
"Fruit products","FRL","PECPJA","Peaches","Peaches - Pêches, Jaune, Cat. I, Size A/B","€/100 kg net weight","IT","201306","125,00"
"Fruit products","FRL","PECPJA","Peaches","Peaches - Pêches, Jaune, Cat. I, Size A/B","€/100 kg net weight","HU","201306","132,01"
"Fruit products","FRL","POICON","Pears","Pears - Poires, Conference, Cat. I, Size 60/65+","€/100 kg net weight","EU","201306","127,72"
"Fruit products","FRL","POICON","Pears","Pears - Poires, Conference, Cat. I, Size 60/65+","€/100 kg net weight","BE","201306","135,90"
"Fruit products","FRL","POICON","Pears","Pears - Poires, Conference, Cat. I, Size 60/65+","€/100 kg net weight","ES","201306","119,83"
"Fruit products","FRL","POICON","Pears","Pears - Poires, Conference, Cat. I, Size 60/65+","€/100 kg net weight","NL","201306","156,33"
"Fruit products","FRL","POMBRA","Apples Braeburn","Apples - Pommes, Braeburn, Cat. I - Cal. 70-80","€/100 kg net weight","EU","201306","58,25"
"Fruit products","FRL","POMBRA","Apples Braeburn","Apples - Pommes, Braeburn, Cat. I - Cal. 70-80","€/100 kg net weight","BE","201306","36,00"
"Fruit products","FRL","POMBRA","Apples Braeburn","Apples - Pommes, Braeburn, Cat. I - Cal. 70-80","€/100 kg net weight","AT","201306","80,50"
"Fruit products","FRL","POMBSK","Apples Boskoop","Apples - Pommes, Boskoop, Cat. I - Cal. 70-80","€/100 kg net weight","EU","201306","45,57"
"Fruit products","FRL","POMBSK","Apples Boskoop","Apples - Pommes, Boskoop, Cat. I - Cal. 70-80","€/100 kg net weight","PL","201306","45,57"
"Fruit products","FRL","POMELS","Apples Elstar","Apples - Pommes, Elstar, Cat. I - Cal. 70-80","€/100 kg net weight","EU","201306","60,17"
"Fruit products","FRL","POMELS","Apples Elstar","Apples - Pommes, Elstar, Cat. I - Cal. 70-80","€/100 kg net weight","BE","201306","36,00"
"Fruit products","FRL","POMELS","Apples Elstar","Apples - Pommes, Elstar, Cat. I - Cal. 70-80","€/100 kg net weight","DE","201306","69,13"
"Fruit products","FRL","POMELS","Apples Elstar","Apples - Pommes, Elstar, Cat. I - Cal. 70-80","€/100 kg net weight","NL","201306","127,94"
"Fruit products","FRL","POMELS","Apples Elstar","Apples - Pommes, Elstar, Cat. I - Cal. 70-80","€/100 kg net weight","PL","201306","46,74"
"Fruit products","FRL","POMFUJ","Apples Fuji","Apples - Pommes, Fuji, Cat. I - Cal. 70-80","€/100 kg net weight","EU","201306","85,60"
"Fruit products","FRL","POMFUJ","Apples Fuji","Apples - Pommes, Fuji, Cat. I - Cal. 70-80","€/100 kg net weight","AT","201306","85,60"
"Fruit products","FRL","POMGAL","Apples Gala","Apples - Pommes, Gala, Cat. I - Cal. 70-80","€/100 kg net weight","EU","201306","57,18"
"Fruit products","FRL","POMGAL","Apples Gala","Apples - Pommes, Gala, Cat. I - Cal. 70-80","€/100 kg net weight","AT","201306","74,00"
"Fruit products","FRL","POMGAL","Apples Gala","Apples - Pommes, Gala, Cat. I - Cal. 70-80","€/100 kg net weight","PL","201306","53,64"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","EU","201306","78,32"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","DE","201306","51,52"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","GR","201306","81,00"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","ES","201306","90,07"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","FR","201306","106,78"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","IT","201306","91,12"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","NL","201306","65,27"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","AT","201306","75,80"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","PL","201306","47,17"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","RO","201306","59,65"
"Fruit products","FRL","POMGRS","Apples Granny","Apples - Pommes, Granny smith, Cat. I - Cal. 70-80","€/100 kg net weight","EU","201306","98,17"
"Fruit products","FRL","POMGRS","Apples Granny","Apples - Pommes, Granny smith, Cat. I - Cal. 70-80","€/100 kg net weight","GR","201306","79,00"
"Fruit products","FRL","POMGRS","Apples Granny","Apples - Pommes, Granny smith, Cat. I - Cal. 70-80","€/100 kg net weight","IT","201306","100,00"
"Fruit products","FRL","POMIDA","Apples Idared","Apples - Pommes, Idared, Cat. I - Cal. 70-80","€/100 kg net weight","EU","201306","50,80"
"Fruit products","FRL","POMIDA","Apples Idared","Apples - Pommes, Idared, Cat. I - Cal. 70-80","€/100 kg net weight","CZ","201306","47,58"
"Fruit products","FRL","POMIDA","Apples Idared","Apples - Pommes, Idared, Cat. I - Cal. 70-80","€/100 kg net weight","HU","201306","63,57"
"Fruit products","FRL","POMIDA","Apples Idared","Apples - Pommes, Idared, Cat. I - Cal. 70-80","€/100 kg net weight","NL","201306","56,38"
"Fruit products","FRL","POMIDA","Apples Idared","Apples - Pommes, Idared, Cat. I - Cal. 70-80","€/100 kg net weight","AT","201306","75,20"
"Fruit products","FRL","POMIDA","Apples Idared","Apples - Pommes, Idared, Cat. I - Cal. 70-80","€/100 kg net weight","PL","201306","40,96"
"Fruit products","FRL","POMJON","Apples Jonagold","Apples - Pommes, Jonagold (or Jonagored), Cat. I - Cal. 70-80","€/100 kg net weight","EU","201306","69,99"
"Fruit products","FRL","POMJON","Apples Jonagold","Apples - Pommes, Jonagold (or Jonagored), Cat. I - Cal. 70-80","€/100 kg net weight","BE","201306","73,35"
"Fruit products","FRL","POMJON","Apples Jonagold","Apples - Pommes, Jonagold (or Jonagored), Cat. I - Cal. 70-80","€/100 kg net weight","DE","201306","62,91"
"Fruit products","FRL","POMJON","Apples Jonagold","Apples - Pommes, Jonagold (or Jonagored), Cat. I - Cal. 70-80","€/100 kg net weight","IT","201306","93,00"
"Fruit products","FRL","POMJON","Apples Jonagold","Apples - Pommes, Jonagold (or Jonagored), Cat. I - Cal. 70-80","€/100 kg net weight","NL","201306","48,39"
"Fruit products","FRL","POMJON","Apples Jonagold","Apples - Pommes, Jonagold (or Jonagored), Cat. I - Cal. 70-80","€/100 kg net weight","AT","201306","82,60"
"Fruit products","FRL","POMJON","Apples Jonagold","Apples - Pommes, Jonagold (or Jonagored), Cat. I - Cal. 70-80","€/100 kg net weight","PL","201306","49,11"
"Fruit products","FRL","POMRED","Apples Red","Apples - Pommes, Red delicious and other red varieties, Cat. I - Cal. 70-80","€/100 kg net weight","EU","201306","91,28"
"Fruit products","FRL","POMRED","Apples Red","Apples - Pommes, Red delicious and other red varieties, Cat. I - Cal. 70-80","€/100 kg net weight","GR","201306","94,80"
"Fruit products","FRL","POMRED","Apples Red","Apples - Pommes, Red delicious and other red varieties, Cat. I - Cal. 70-80","€/100 kg net weight","IT","201306","91,00"
"Fruit products","FRL","POMRED","Apples Red","Apples - Pommes, Red delicious and other red varieties, Cat. I - Cal. 70-80","€/100 kg net weight","AT","201306","91,00"
"Fruit products","FRL","POMSHA","Apples Shampion","Apples - Pommes, Shampion, Cat. I - Cal. 70-80","€/100 kg net weight","EU","201306","47,25"
"Fruit products","FRL","POMSHA","Apples Shampion","Apples - Pommes, Shampion, Cat. I - Cal. 70-80","€/100 kg net weight","PL","201306","47,25"
"Fruit products","FRL","ABRCL1","Apricots","Apricots - Abricots, Cat. I - cal. 45-50","€/100 kg net weight","EU","201305","226,85"
"Fruit products","FRL","ABRCL1","Apricots","Apricots - Abricots, Cat. I - cal. 45-50","€/100 kg net weight","GR","201305","188,00"
"Fruit products","FRL","ABRCL1","Apricots","Apricots - Abricots, Cat. I - cal. 45-50","€/100 kg net weight","ES","201305","245,50"
"Fruit products","FRL","AVOHAS","Avocados","Avocados - Avocats,  Hass - Cat. I - Cal. 16-20","€/100 kg net weight","EU","201305","215,67"
"Fruit products","FRL","AVOHAS","Avocados","Avocados - Avocats,  Hass - Cat. I - Cal. 16-20","€/100 kg net weight","ES","201305","215,67"
"Fruit products","FRL","CERDOU","Cherries","Cherries -  Cerises, Douces - Cat. I - Cal. 22+","€/100 kg net weight","EU","201305","538,69"
"Fruit products","FRL","CERDOU","Cherries","Cherries -  Cerises, Douces - Cat. I - Cal. 22+","€/100 kg net weight","BG","201305","157,74"
"Fruit products","FRL","CERDOU","Cherries","Cherries -  Cerises, Douces - Cat. I - Cal. 22+","€/100 kg net weight","GR","201305","239,63"
"Fruit products","FRL","CERDOU","Cherries","Cherries -  Cerises, Douces - Cat. I - Cal. 22+","€/100 kg net weight","FR","201305","420,00"
"Fruit products","FRL","CERDOU","Cherries","Cherries -  Cerises, Douces - Cat. I - Cal. 22+","€/100 kg net weight","IT","201305","713,33"
"Fruit products","FRL","CERDOU","Cherries","Cherries -  Cerises, Douces - Cat. I - Cal. 22+","€/100 kg net weight","PT","201305","350,00"
"Fruit products","FRL","CERDOU","Cherries","Cherries -  Cerises, Douces - Cat. I - Cal. 22+","€/100 kg net weight","RO","201305","138,15"
"Fruit products","FRL","CITCL1","Lemons","Lemons - Citrons,  Cat. I - Cal. 1-3","€/100 kg net weight","EU","201305","87,79"
"Fruit products","FRL","CITCL1","Lemons","Lemons - Citrons,  Cat. I - Cal. 1-3","€/100 kg net weight","GR","201305","72,60"
"Fruit products","FRL","CITCL1","Lemons","Lemons - Citrons,  Cat. I - Cal. 1-3","€/100 kg net weight","ES","201305","99,40"
"Fruit products","FRL","CITCL1","Lemons","Lemons - Citrons,  Cat. I - Cal. 1-3","€/100 kg net weight","IT","201305","71,11"
"Fruit products","FRL","FRACL1","Strawberries","Strawberries - Fraises - Cat. I","€/100 kg net weight","EU","201305","243,84"
"Fruit products","FRL","FRACL1","Strawberries","Strawberries - Fraises - Cat. I","€/100 kg net weight","BE","201305","562,25"
"Fruit products","FRL","FRACL1","Strawberries","Strawberries - Fraises - Cat. I","€/100 kg net weight","DE","201305","453,50"
"Fruit products","FRL","FRACL1","Strawberries","Strawberries - Fraises - Cat. I","€/100 kg net weight","ES","201305","126,26"
"Fruit products","FRL","FRACL1","Strawberries","Strawberries - Fraises - Cat. I","€/100 kg net weight","FR","201305","408,95"
"Fruit products","FRL","FRACL1","Strawberries","Strawberries - Fraises - Cat. I","€/100 kg net weight","IT","201305","172,22"
"Fruit products","FRL","FRACL1","Strawberries","Strawberries - Fraises - Cat. I","€/100 kg net weight","NL","201305","430,80"
"Fruit products","FRL","FRACL1","Strawberries","Strawberries - Fraises - Cat. I","€/100 kg net weight","PT","201305","275,00"
"Fruit products","FRL","FRACL1","Strawberries","Strawberries - Fraises - Cat. I","€/100 kg net weight","UK","201305","274,87"
"Fruit products","FRL","KIWHAY","Kiwis","Kiwis - Kiwis, Hayward - Cat. I - Cal. 105-125","€/100 kg net weight","EU","201305","113,67"
"Fruit products","FRL","KIWHAY","Kiwis","Kiwis - Kiwis, Hayward - Cat. I - Cal. 105-125","€/100 kg net weight","GR","201305","116,00"
"Fruit products","FRL","KIWHAY","Kiwis","Kiwis - Kiwis, Hayward - Cat. I - Cal. 105-125","€/100 kg net weight","IT","201305","113,00"
"Fruit products","FRL","KIWHAY","Kiwis","Kiwis - Kiwis, Hayward - Cat. I - Cal. 105-125","€/100 kg net weight","PT","201305","122,00"
"Fruit products","FRL","MANCL1","Mandarins","Mandarins - Mandarines, Cat. I - Cal. 1x-2","€/100 kg net weight","EU","201305","70,00"
"Fruit products","FRL","MANCL1","Mandarins","Mandarins - Mandarines, Cat. I - Cal. 1x-2","€/100 kg net weight","PT","201305","70,00"
"Fruit products","FRL","NECNJA","Nectarines","Nectarines - Nectarines, Jaune, Cat. I, Size A/B","€/100 kg net weight","EU","201305","150,93"
"Fruit products","FRL","NECNJA","Nectarines","Nectarines - Nectarines, Jaune, Cat. I, Size A/B","€/100 kg net weight","GR","201305","162,00"
"Fruit products","FRL","NECNJA","Nectarines","Nectarines - Nectarines, Jaune, Cat. I, Size A/B","€/100 kg net weight","ES","201305","146,67"
"Fruit products","FRL","PASPEP","Watermelons","Watermelons - Pasteques, with pip","€/100 kg net weight","EU","201305","44,97"
"Fruit products","FRL","PASPEP","Watermelons","Watermelons - Pasteques, with pip","€/100 kg net weight","ES","201305","44,97"
"Fruit products","FRL","PECPJA","Peaches","Peaches - Pêches, Jaune, Cat. I, Size A/B","€/100 kg net weight","EU","201305","143,74"
"Fruit products","FRL","PECPJA","Peaches","Peaches - Pêches, Jaune, Cat. I, Size A/B","€/100 kg net weight","GR","201305","143,00"
"Fruit products","FRL","PECPJA","Peaches","Peaches - Pêches, Jaune, Cat. I, Size A/B","€/100 kg net weight","ES","201305","144,45"
"Fruit products","FRL","POICON","Pears","Pears - Poires, Conference, Cat. I, Size 60/65+","€/100 kg net weight","EU","201305","115,81"
"Fruit products","FRL","POICON","Pears","Pears - Poires, Conference, Cat. I, Size 60/65+","€/100 kg net weight","BE","201305","136,42"
"Fruit products","FRL","POICON","Pears","Pears - Poires, Conference, Cat. I, Size 60/65+","€/100 kg net weight","ES","201305","108,34"
"Fruit products","FRL","POICON","Pears","Pears - Poires, Conference, Cat. I, Size 60/65+","€/100 kg net weight","IT","201305","115,63"
"Fruit products","FRL","POICON","Pears","Pears - Poires, Conference, Cat. I, Size 60/65+","€/100 kg net weight","NL","201305","144,05"
"Fruit products","FRL","POICON","Pears","Pears - Poires, Conference, Cat. I, Size 60/65+","€/100 kg net weight","PL","201305","96,54"
"Fruit products","FRL","POMBRA","Apples Braeburn","Apples - Pommes, Braeburn, Cat. I - Cal. 70-80","€/100 kg net weight","EU","201305","79,75"
"Fruit products","FRL","POMBRA","Apples Braeburn","Apples - Pommes, Braeburn, Cat. I - Cal. 70-80","€/100 kg net weight","DE","201305","58,49"
"Fruit products","FRL","POMBRA","Apples Braeburn","Apples - Pommes, Braeburn, Cat. I - Cal. 70-80","€/100 kg net weight","IT","201305","88,91"
"Fruit products","FRL","POMBRA","Apples Braeburn","Apples - Pommes, Braeburn, Cat. I - Cal. 70-80","€/100 kg net weight","AT","201305","79,50"
"Fruit products","FRL","POMBSK","Apples Boskoop","Apples - Pommes, Boskoop, Cat. I - Cal. 70-80","€/100 kg net weight","EU","201305","66,29"
"Fruit products","FRL","POMBSK","Apples Boskoop","Apples - Pommes, Boskoop, Cat. I - Cal. 70-80","€/100 kg net weight","DE","201305","65,83"
"Fruit products","FRL","POMBSK","Apples Boskoop","Apples - Pommes, Boskoop, Cat. I - Cal. 70-80","€/100 kg net weight","NL","201305","163,97"
"Fruit products","FRL","POMBSK","Apples Boskoop","Apples - Pommes, Boskoop, Cat. I - Cal. 70-80","€/100 kg net weight","PL","201305","45,94"
"Fruit products","FRL","POMELS","Apples Elstar","Apples - Pommes, Elstar, Cat. I - Cal. 70-80","€/100 kg net weight","EU","201305","72,98"
"Fruit products","FRL","POMELS","Apples Elstar","Apples - Pommes, Elstar, Cat. I - Cal. 70-80","€/100 kg net weight","BE","201305","57,00"
"Fruit products","FRL","POMELS","Apples Elstar","Apples - Pommes, Elstar, Cat. I - Cal. 70-80","€/100 kg net weight","DE","201305","66,61"
"Fruit products","FRL","POMELS","Apples Elstar","Apples - Pommes, Elstar, Cat. I - Cal. 70-80","€/100 kg net weight","NL","201305","102,96"
"Fruit products","FRL","POMELS","Apples Elstar","Apples - Pommes, Elstar, Cat. I - Cal. 70-80","€/100 kg net weight","AT","201305","73,33"
"Fruit products","FRL","POMFUJ","Apples Fuji","Apples - Pommes, Fuji, Cat. I - Cal. 70-80","€/100 kg net weight","EU","201305","100,17"
"Fruit products","FRL","POMFUJ","Apples Fuji","Apples - Pommes, Fuji, Cat. I - Cal. 70-80","€/100 kg net weight","ES","201305","101,97"
"Fruit products","FRL","POMFUJ","Apples Fuji","Apples - Pommes, Fuji, Cat. I - Cal. 70-80","€/100 kg net weight","IT","201305","102,36"
"Fruit products","FRL","POMFUJ","Apples Fuji","Apples - Pommes, Fuji, Cat. I - Cal. 70-80","€/100 kg net weight","AT","201305","85,50"
"Fruit products","FRL","POMGAL","Apples Gala","Apples - Pommes, Gala, Cat. I - Cal. 70-80","€/100 kg net weight","EU","201305","83,62"
"Fruit products","FRL","POMGAL","Apples Gala","Apples - Pommes, Gala, Cat. I - Cal. 70-80","€/100 kg net weight","FR","201305","121,00"
"Fruit products","FRL","POMGAL","Apples Gala","Apples - Pommes, Gala, Cat. I - Cal. 70-80","€/100 kg net weight","AT","201305","74,33"
"Fruit products","FRL","POMGAL","Apples Gala","Apples - Pommes, Gala, Cat. I - Cal. 70-80","€/100 kg net weight","PL","201305","50,15"
"Fruit products","FRL","POMGAL","Apples Gala","Apples - Pommes, Gala, Cat. I - Cal. 70-80","€/100 kg net weight","PT","201305","65,00"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","EU","201305","72,97"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","CZ","201305","52,93"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","DE","201305","51,15"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","GR","201305","81,00"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","ES","201305","80,59"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","FR","201305","94,36"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","IT","201305","83,74"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","HU","201305","74,11"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","NL","201305","66,46"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","AT","201305","68,67"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","PL","201305","51,78"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","PT","201305","70,00"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","RO","201305","62,58"
"Fruit products","FRL","POMGRS","Apples Granny","Apples - Pommes, Granny smith, Cat. I - Cal. 70-80","€/100 kg net weight","EU","201305","103,50"
"Fruit products","FRL","POMGRS","Apples Granny","Apples - Pommes, Granny smith, Cat. I - Cal. 70-80","€/100 kg net weight","GR","201305","75,50"
"Fruit products","FRL","POMGRS","Apples Granny","Apples - Pommes, Granny smith, Cat. I - Cal. 70-80","€/100 kg net weight","ES","201305","93,71"
"Fruit products","FRL","POMGRS","Apples Granny","Apples - Pommes, Granny smith, Cat. I - Cal. 70-80","€/100 kg net weight","FR","201305","120,14"
"Fruit products","FRL","POMGRS","Apples Granny","Apples - Pommes, Granny smith, Cat. I - Cal. 70-80","€/100 kg net weight","IT","201305","100,00"
"Fruit products","FRL","POMGRS","Apples Granny","Apples - Pommes, Granny smith, Cat. I - Cal. 70-80","€/100 kg net weight","AT","201305","74,00"
"Fruit products","FRL","POMIDA","Apples Idared","Apples - Pommes, Idared, Cat. I - Cal. 70-80","€/100 kg net weight","EU","201305","48,69"
"Fruit products","FRL","POMIDA","Apples Idared","Apples - Pommes, Idared, Cat. I - Cal. 70-80","€/100 kg net weight","CZ","201305","46,09"
